Index,Lieferant,LiefArtNr,LiefFarbe,EigeneFarbBez,Wgrp,Groesse,Mwst,Preis,Lagerbestand,Saison,
2011111158052,Acne,1EH121,Dark Brown,braun,36,Da Stiefelette,19,450.00,0,134,
2011111158069,Acne,1EH121,Dark Brown,braun,37,Da Stiefelette,19,450.00,1,134,
2011111158076,Acne,1EH121,Dark Brown,braun,38,Da Stiefelette,19,450.00,1,134,
2011111158083,Acne,1EH121,Dark Brown,braun,39,Da Stiefelette,19,450.00,1,134,
2011111158090,Acne,1EH121,Dark Brown,braun,40,Da Stiefelette,19,450.00,0,134,
2011111158106,Acne,1EH121,Dark Brown,braun,41,Da Stiefelette,19,450.00,0,134,
2011111158113,Acne,1EH121,Pink,,36,Da Stiefelette,19,450.00,1,134,
2011111158120,Acne,1EH121,Pink,,37,Da Stiefelette,19,450.00,0,134,
2011111158137,Acne,1EH121,Pink,,38,Da Stiefelette,19,450.00,0,134,
2011111158144,Acne,1EH121,Pink,,39,Da Stiefelette,19,450.00,0,134,
2011111158151,Acne,1EH121,Pink,,40,Da Stiefelette,19,450.00,0,134,
2011111158168,Acne,1EH121,Pink,,41,Da Stiefelette,19,450.00,1,134,
2011111115994,Acne,1EH121,R89,grün,36,Da Stiefelette,19,440.00,0,131,
2011111116007,Acne,1EH121,R89,grün,37,Da Stiefelette,19,440.00,0,131,
2011111116014,Acne,1EH121,R89,grün,38,Da Stiefelette,19,440.00,0,131,
2011111116021,Acne,1EH121,R89,grün,39,Da Stiefelette,19,440.00,0,131,
2011111116038,Acne,1EH121,R89,grün,40,Da Stiefelette,19,440.00,0,131,
2011111116045,Acne,1EH121,R89,grün,41,Da Stiefelette,19,440.00,0,131,
2011111158175,Acne,1EH121,Silver,Silber,36,Da Stiefelette,19,450.00,1,134,
2011111158182,Acne,1EH121,Silver,Silber,37,Da Stiefelette,19,450.00,1,134,
2011111158199,Acne,1EH121,Silver,Silber,38,Da Stiefelette,19,450.00,0,134,
2011111158205,Acne,1EH121,Silver,Silber,39,Da Stiefelette,19,450.00,0,134,
2011111158212,Acne,1EH121,Silver,Silber,40,Da Stiefelette,19,450.00,0,134,
2011111158229,Acne,1EH121,Silver,Silber,41,Da Stiefelette,19,450.00,0,134,
2011111158298,Acne,1ER126,Jeans,blau,36,Da Stiefelette,19,430.00,0,134,
2011111158304,Acne,1ER126,Jeans,blau,37,Da Stiefelette,19,430.00,0,134,
2011111158311,Acne,1ER126,Jeans,blau,38,Da Stiefelette,19,430.00,0,134,
2011111158328,Acne,1ER126,Jeans,blau,39,Da Stiefelette,19,430.00,0,134,
2011111158335,Acne,1ER126,Jeans,blau,40,Da Stiefelette,19,430.00,0,134,
2011111158342,Acne,1ER126,Jeans,blau,41,Da Stiefelette,19,430.00,0,134,
2011111158236,Acne,1ER126,Wine,Bordeaux,36,Da Stiefelette,19,430.00,0,134,
2011111158243,Acne,1ER126,Wine,Bordeaux,37,Da Stiefelette,19,430.00,0,134,
2011111158250,Acne,1ER126,Wine,Bordeaux,38,Da Stiefelette,19,430.00,0,134,
2011111158267,Acne,1ER126,Wine,Bordeaux,39,Da Stiefelette,19,430.00,0,134,
2011111158274,Acne,1ER126,Wine,Bordeaux,40,Da Stiefelette,19,430.00,0,134,
2011111158281,Acne,1ER126,Wine,Bordeaux,41,Da Stiefelette,19,430.00,0,134,
2011111146660,Acne,1ET133,Chestnut,braun,36,Da Stiefelette,19,480.00,0,133,
2011111146677,Acne,1ET133,Chestnut,braun,37,Da Stiefelette,19,480.00,0,133,
2011111146684,Acne,1ET133,Chestnut,braun,38,Da Stiefelette,19,480.00,0,133,
2011111146691,Acne,1ET133,Chestnut,braun,39,Da Stiefelette,19,480.00,0,133,
2011111146707,Acne,1ET133,Chestnut,braun,40,Da Stiefelette,19,480.00,0,133,
2011111157994,Acne,1EW111,Black,schwarz,36,Da Stiefelette,19,480.00,0,134,
2011111158007,Acne,1EW111,Black,schwarz,37,Da Stiefelette,19,480.00,0,134,
2011111158014,Acne,1EW111,Black,schwarz,38,Da Stiefelette,19,480.00,0,134,
2011111158021,Acne,1EW111,Black,schwarz,39,Da Stiefelette,19,480.00,0,134,
2011111158038,Acne,1EW111,Black,schwarz,40,Da Stiefelette,19,480.00,1,134,
2011111158045,Acne,1EW111,Black,schwarz,41,Da Stiefelette,19,480.00,1,134,
2011111163230,Acne,1EW136,MOCCA CASTORO,braun,36,Da Stiefelette,19,430.00,0,141,
2011111163247,Acne,1EW136,MOCCA CASTORO,braun,37,Da Stiefelette,19,430.00,0,141,
2011111163254,Acne,1EW136,MOCCA CASTORO,braun,38,Da Stiefelette,19,430.00,0,141,
2011111163261,Acne,1EW136,MOCCA CASTORO,braun,39,Da Stiefelette,19,430.00,0,141,
2011111163278,Acne,1EW136,MOCCA CASTORO,braun,40,Da Stiefelette,19,430.00,0,141,
2011111116052,Acne,1EX113,100,weiß,36,Da Stiefelette,19,400.00,0,131,
2011111116069,Acne,1EX113,100,weiß,37,Da Stiefelette,19,400.00,0,131,
2011111116076,Acne,1EX113,100,weiß,38,Da Stiefelette,19,400.00,0,131,
2011111116083,Acne,1EX113,100,weiß,39,Da Stiefelette,19,400.00,0,131,
2011111116090,Acne,1EX113,100,weiß,40,Da Stiefelette,19,400.00,0,131,
2011111116106,Acne,1EX113,239,blau,36,Da Stiefelette,19,400.00,0,131,
2011111116113,Acne,1EX113,239,blau,37,Da Stiefelette,19,400.00,0,131,
2011111116120,Acne,1EX113,239,blau,38,Da Stiefelette,19,400.00,0,131,
2011111116137,Acne,1EX113,239,blau,39,Da Stiefelette,19,400.00,0,131,
2011111116144,Acne,1EX113,239,blau,40,Da Stiefelette,19,400.00,0,131,
2011111116151,Acne,1EX113,900,schwarz,36,Da Stiefelette,19,400.00,0,131,
2011111116168,Acne,1EX113,900,schwarz,37,Da Stiefelette,19,400.00,0,131,
2011111116175,Acne,1EX113,900,schwarz,38,Da Stiefelette,19,400.00,0,131,
2011111116182,Acne,1EX113,900,schwarz,39,Da Stiefelette,19,400.00,0,131,
2011111116199,Acne,1EX113,900,schwarz,40,Da Stiefelette,19,400.00,0,131,
2011111116205,Acne,1EX113,900,schwarz,41,Da Stiefelette,19,400.00,0,131,
2011111156133,Acne,1EX113,900,schwarz,36,Da Stiefelette,19,430.00,0,134,
2011111156140,Acne,1EX113,900,schwarz,37,Da Stiefelette,19,430.00,0,134,
2011111156157,Acne,1EX113,900,schwarz,38,Da Stiefelette,19,430.00,0,134,
2011111156164,Acne,1EX113,900,schwarz,39,Da Stiefelette,19,430.00,1,134,
2011111156171,Acne,1EX113,900,schwarz,40,Da Stiefelette,19,430.00,0,134,
2011111156188,Acne,1EX113,900,schwarz,41,Da Stiefelette,19,430.00,0,134,
2011111163285,Acne,1EX113,BLACK CONTRAST,schwarz,36,Da Stiefelette,19,430.00,0,131,
2011111163292,Acne,1EX113,BLACK CONTRAST,schwarz,37,Da Stiefelette,19,430.00,0,131,
2011111163308,Acne,1EX113,BLACK CONTRAST,schwarz,38,Da Stiefelette,19,430.00,0,131,
2011111163315,Acne,1EX113,BLACK CONTRAST,schwarz,39,Da Stiefelette,19,430.00,0,131,
2011111163322,Acne,1EX113,BLACK CONTRAST,schwarz,40,Da Stiefelette,19,430.00,0,131,
2011111133059,Acne,1EX113,F330,schwarz,36,Da Stiefelette,19,400.00,0,131,
2011111133066,Acne,1EX113,F330,schwarz,37,Da Stiefelette,19,400.00,0,131,
2011111133073,Acne,1EX113,F330,schwarz,38,Da Stiefelette,19,400.00,0,131,
2011111133080,Acne,1EX113,F330,schwarz,39,Da Stiefelette,19,400.00,0,131,
2011111133097,Acne,1EX113,F330,schwarz,40,Da Stiefelette,19,400.00,0,131,
2011111116212,Acne,1EX113,K29,braun,36,Da Stiefelette,19,400.00,0,131,
2011111116229,Acne,1EX113,K29,braun,37,Da Stiefelette,19,400.00,0,131,
2011111116236,Acne,1EX113,K29,braun,38,Da Stiefelette,19,400.00,0,131,
2011111116243,Acne,1EX113,K29,braun,39,Da Stiefelette,19,400.00,0,131,
2011111116250,Acne,1EX113,K29,braun,40,Da Stiefelette,19,400.00,0,131,
2011111116267,Acne,1EX113,K29,braun,41,Da Stiefelette,19,400.00,0,131,
2011111131642,Acne,1EX113-4000,RED,rot,36,Da Stiefelette,19,400.00,0,132,
2011111131659,Acne,1EX113-4000,RED,rot,37,Da Stiefelette,19,400.00,0,132,
2011111131666,Acne,1EX113-4000,RED,rot,38,Da Stiefelette,19,400.00,0,132,
2011111131673,Acne,1EX113-4000,RED,rot,39,Da Stiefelette,19,400.00,0,132,
2011111131680,Acne,1EX113-4000,RED,rot,40,Da Stiefelette,19,400.00,0,132,
2011111115628,Acne,17S116,229,blau,-0-,Da Tasche,19,80.00,0,131,
2011111115635,Acne,17S116,229,gelb,-0-,Da Tasche,19,80.00,0,131,
2011111115642,Acne,17S116,900,schwarz,-0-,Da Tasche,19,80.00,0,131,
2011111115659,Acne,17S116,F26,braun,-0-,Da Tasche,19,80.00,0,131,
2011111157970,Acne,1KB134,Pearl Grey,grau,-0-,Da Clutch,19,900.00,0,134,
2011111157987,Acne,1KD134,Black,schwarz,-0-,Da Clutch,19,700.00,0,134,
2011111117431,Acne,27L131,885,blau,-0-,He Cap,19,100.00,0,132,
2011111117448,Acne,27L131,945,grau,-0-,He Cap,19,100.00,0,132,
2011111117332,Acne,27E131,229,gelb,-0-,He Gürtel Leder,19,130.00,0,132,
2011111117349,Acne,27E131,900,schwarz,-0-,He Gürtel Leder,19,130.00,0,132,
2011111117356,Acne,27F131,900,schwarz,-0-,He Gürtel sonst,19,65.00,1,132,
2011111117363,Acne,27F131,912,grau,-0-,He Gürtel sonst,19,65.00,0,132,
2011111117394,Acne,27KB24,229,gelb,39-42,Socken,19,35.00,0,132,
2011111117400,Acne,27KB24,229,gelb,43-46,Socken,19,35.00,0,132,
2011111117370,Acne,27KB24,445,lila,39-42,Socken,19,35.00,0,132,
2011111117387,Acne,27KB24,445,lila,43-46,Socken,19,35.00,0,132,
2011111117417,Acne,27KB24,885,blau,39-42,Socken,19,35.00,0,132,
2011111117424,Acne,27KB24,885,blau,43-46,Socken,19,35.00,0,132,
2011111117509,Acne,27Y131,228,blau,-0-,Socken,19,35.00,0,132,
2011111117516,Acne,27Y131,229,gelb,-0-,Socken,19,35.00,0,132,
2011111117523,Acne,27Y131,885,blau,-0-,Socken,19,35.00,0,132,
2011111117493,Acne,27Q131,885,blau,-0-,He Krawatte,19,100.00,0,132,
2011111117486,Acne,27Q131,I93,beige,-0-,He Krawatte,19,100.00,0,132,
2011111117455,Acne,72O131,086,grau,-0-,He Krawatte,19,100.00,0,132,
2011111117462,Acne,72O131,E99,blau,-0-,He Krawatte,19,100.00,0,132,
2011111117479,Acne,72O131,S91,schwarz,-0-,He Krawatte,19,100.00,0,132,
2011111114720,Acne,00U118,,,-0-,Books Sonstiges,7,10.00,0,131,
2011111142457,theory,D0500212,001,schwarz,4,Da Hose kurz,19,499.00,1,133,
2011111142464,theory,D0500212,001,schwarz,6,Da Hose kurz,19,499.00,1,133,
2011111118759,theory,C1102201,NDS,Melone,Large,Da Hosen Lang,19,225.00,0,131,
2011111118742,theory,C1102201,NDS,Melone,Medium,Da Hosen Lang,19,225.00,0,131,
2011111118735,theory,C1102201,NDS,Melone,Small,Da Hosen Lang,19,225.00,0,131,
2011111118582,theory,C1104202,NOG,Melone,4,Da Hosen Lang,19,260.00,0,131,
2011111118599,theory,C1104202,NOG,Melone,6,Da Hosen Lang,19,260.00,0,131,
2011111118605,theory,C1104202,NOG,Melone,8,Da Hosen Lang,19,260.00,0,131,
2011111119008,theory,C1106202,G4K,blau,0,Da Hosen Lang,19,235.00,0,131,
2011111119015,theory,C1106202,G4K,blau,2,Da Hosen Lang,19,235.00,0,131,
2011111119022,theory,C1106202,G4K,blau,4,Da Hosen Lang,19,235.00,0,131,
2011111128109,theory,C1106202,G4K,blau,Medium,Da Hosen Lang,19,235.00,0,131,
2011111128086,theory,C1106202,G4K,blau,Petite,Da Hosen Lang,19,235.00,0,131,
2011111128093,theory,C1106202,G4K,blau,Small,Da Hosen Lang,19,235.00,0,131,
2011111118520,theory,C1106202,JAE,Nude,2,Da Hosen Lang,19,235.00,0,131,
2011111118537,theory,C1106202,JAE,Nude,4,Da Hosen Lang,19,235.00,0,131,
2011111118544,theory,C1106202,JAE,Nude,6,Da Hosen Lang,19,235.00,0,131,
2011111128079,theory,C1106202,JAE,Nude,Large,Da Hosen Lang,19,235.00,0,131,
2011111128062,theory,C1106202,JAE,Nude,Medium,Da Hosen Lang,19,235.00,0,131,
2011111128055,theory,C1106202,JAE,Nude,Small,Da Hosen Lang,19,235.00,0,131,
2011111131819,theory,C1124201,001,schwarz,36,Da Hosen Lang,19,225.00,0,131,
2011111131826,theory,C1124201,001,schwarz,38,Da Hosen Lang,19,225.00,0,131,
2011111119060,theory,C1124201,001,schwarz,4,Da Hosen Lang,19,225.00,0,131,
2011111131833,theory,C1124201,001,schwarz,40,Da Hosen Lang,19,225.00,0,131,
2011111119077,theory,C1124201,001,schwarz,6,Da Hosen Lang,19,225.00,0,131,
2011111119084,theory,C1124201,001,schwarz,8,Da Hosen Lang,19,225.00,0,131,
2011111118766,theory,C114208,White,weiß,4,Da Hosen Lang,19,185.00,0,131,
2011111118773,theory,C114208,White,weiß,6,Da Hosen Lang,19,185.00,0,131,
2011111118780,theory,C114208,White,weiß,8,Da Hosen Lang,19,185.00,0,131,
2011111129922,theory,D0102204,FRV,Mehrfarbig,10,Da Hosen Lang,19,259.00,0,132,
2011111129892,theory,D0102204,FRV,Mehrfarbig,2,Da Hosen Lang,19,259.00,0,132,
2011111129908,theory,D0102204,FRV,Mehrfarbig,4,Da Hosen Lang,19,259.00,0,132,
2011111129915,theory,D0102204,FRV,Mehrfarbig,8,Da Hosen Lang,19,259.00,0,132,
2011111129823,theory,D0107202,001,schwarz,10,Da Hosen Lang,19,229.00,0,132,
2011111129793,theory,D0107202,001,schwarz,2,Da Hosen Lang,19,229.00,0,132,
2011111129809,theory,D0107202,001,schwarz,4,Da Hosen Lang,19,229.00,0,132,
2011111129816,theory,D0107202,001,schwarz,8,Da Hosen Lang,19,229.00,0,132,
2011111130317,theory,D0202207,F4A,Khaki,10,Da Hosen Lang,19,200.00,0,132,
2011111130294,theory,D0202207,F4A,Khaki,4,Da Hosen Lang,19,200.00,0,132,
2011111130300,theory,D0202207,F4A,Khaki,8,Da Hosen Lang,19,200.00,0,132,
2011111130096,theory,D0204201,DNA,beige,10,Da Hosen Lang,19,189.00,0,132,
2011111130065,theory,D0204201,DNA,beige,2,Da Hosen Lang,19,189.00,0,132,
2011111130072,theory,D0204201,DNA,beige,4,Da Hosen Lang,19,189.00,0,132,
2011111130089,theory,D0204201,DNA,beige,8,Da Hosen Lang,19,189.00,0,132,
2011111130133,theory,D0204201,G0F,blau,10,Da Hosen Lang,19,189.00,0,132,
2011111130102,theory,D0204201,G0F,blau,2,Da Hosen Lang,19,189.00,0,132,
2011111130119,theory,D0204201,G0F,blau,4,Da Hosen Lang,19,189.00,0,132,
2011111130126,theory,D0204201,G0F,blau,8,Da Hosen Lang,19,189.00,0,132,
2011111142211,theory,D0501207,001,schwarz,2,Da Hosen Lang,19,279.00,1,133,
2011111142228,theory,D0501207,001,schwarz,4,Da Hosen Lang,19,279.00,1,133,
2011111142235,theory,D0501207,001,schwarz,6,Da Hosen Lang,19,279.00,0,133,
2011111142242,theory,D0501207,001,schwarz,8,Da Hosen Lang,19,279.00,0,133,
2011111142297,theory,D0526214,001,schwarz,2,Da Hosen Lang,19,239.00,0,133,
2011111142303,theory,D0526214,001,schwarz,4,Da Hosen Lang,19,239.00,1,133,
2011111142310,theory,D0526214,001,schwarz,6,Da Hosen Lang,19,239.00,0,133,
2011111142327,theory,D0526214,001,schwarz,8,Da Hosen Lang,19,239.00,1,133,
2011111152821,theory,D0701201,001,schwarz,10,Da Hosen Lang,19,259.00,0,134,
2011111152784,theory,D0701201,001,schwarz,2,Da Hosen Lang,19,259.00,0,134,
2011111152791,theory,D0701201,001,schwarz,4,Da Hosen Lang,19,259.00,1,134,
2011111152807,theory,D0701201,001,schwarz,6,Da Hosen Lang,19,259.00,1,134,
2011111152814,theory,D0701201,001,schwarz,8,Da Hosen Lang,19,259.00,1,134,
2011111155488,theory,D0701207,A05,gemustert,10,Da Hosen Lang,19,285.00,1,134,
2011111152883,theory,D0701207,A05,gemustert,2,Da Hosen Lang,19,285.00,0,134,
2011111152890,theory,D0701207,A05,gemustert,4,Da Hosen Lang,19,285.00,0,134,
2011111152906,theory,D0701207,A05,gemustert,6,Da Hosen Lang,19,285.00,1,134,
2011111152913,theory,D0701207,A05,gemustert,8,Da Hosen Lang,19,285.00,0,134,
2011111152920,theory,D0702504,PD2,Mehrfarbig,2,Da Hosen Lang,19,229.00,0,134,
2011111152937,theory,D0702504,PD2,Mehrfarbig,4,Da Hosen Lang,19,229.00,0,134,
2011111152944,theory,D0702504,PD2,Mehrfarbig,6,Da Hosen Lang,19,229.00,0,134,
2011111152951,theory,D0702504,PD2,Mehrfarbig,8,Da Hosen Lang,19,229.00,0,134,
2011111153347,theory,D0704290,001,schwarz,10,Da Hosen Lang,19,249.00,1,134,
2011111153309,theory,D0704290,001,schwarz,2,Da Hosen Lang,19,249.00,0,134,
2011111153316,theory,D0704290,001,schwarz,4,Da Hosen Lang,19,249.00,0,134,
2011111153323,theory,D0704290,001,schwarz,6,Da Hosen Lang,19,249.00,0,134,
2011111153330,theory,D0704290,001,schwarz,8,Da Hosen Lang,19,249.00,0,134,
2011111158380,theory,D0706209,001,schwarz,Large,Da Hosen Lang,19,329.00,0,134,
2011111158373,theory,D0706209,001,schwarz,Medium,Da Hosen Lang,19,329.00,0,134,
2011111158359,theory,D0706209,001,schwarz,Petite,Da Hosen Lang,19,329.00,0,134,
2011111158366,theory,D0706209,001,schwarz,Small,Da Hosen Lang,19,329.00,0,134,
2011111131758,theory,C1107201,K22,gelb,36,Da Hosen 7/8,19,225.00,0,131,
2011111131765,theory,C1107201,K22,gelb,38,Da Hosen 7/8,19,225.00,0,131,
2011111119039,theory,C1107201,K22,gelb,4,Da Hosen 7/8,19,225.00,0,131,
2011111131772,theory,C1107201,K22,gelb,40,Da Hosen 7/8,19,225.00,0,131,
2011111119046,theory,C1107201,K22,gelb,6,Da Hosen 7/8,19,225.00,0,131,
2011111119053,theory,C1107201,K22,gelb,8,Da Hosen 7/8,19,225.00,0,131,
2011111119114,theory,C1111702,JAK,Mehrfarbig,L,Da Pullover LA,19,260.00,0,131,
2011111119107,theory,C1111702,JAK,Mehrfarbig,M,Da Pullover LA,19,260.00,0,131,
2011111119091,theory,C1111702,JAK,Mehrfarbig,S,Da Pullover LA,19,260.00,0,131,
2011111119145,theory,C1114708,C40,Mehrfarbig,L,Da Pullover LA,19,250.00,0,131,
2011111119138,theory,C1114708,C40,Mehrfarbig,M,Da Pullover LA,19,250.00,0,131,
2011111119121,theory,C1114708,C40,Mehrfarbig,S,Da Pullover LA,19,250.00,0,131,
2011111119176,theory,C1118706,JAJ,Mehrfarbig,L,Da Pullover LA,19,315.00,0,131,
2011111119169,theory,C1118706,JAJ,Mehrfarbig,M,Da Pullover LA,19,315.00,0,131,
2011111119152,theory,C1118706,JAJ,Mehrfarbig,S,Da Pullover LA,19,315.00,0,131,
2011111118995,theory,C1124502,K22,gelb,L,Da Pullover LA,19,145.00,0,131,
2011111118988,theory,C1124502,K22,gelb,M,Da Pullover LA,19,145.00,0,131,
2011111118971,theory,C1124502,K22,gelb,S,Da Pullover LA,19,145.00,0,131,
2011111130010,theory,D0114713,FPJ,Khaki,L,Da Pullover LA,19,229.00,0,132,
2011111130003,theory,D0114713,FPJ,Khaki,M,Da Pullover LA,19,229.00,0,132,
2011111129991,theory,D0114713,FPJ,Khaki,S,Da Pullover LA,19,229.00,0,132,
2011111130201,theory,D0314701,M1D,blau,2,Da Pullover LA,19,259.00,0,132,
2011111130218,theory,D0314701,M1D,blau,4,Da Pullover LA,19,259.00,0,132,
2011111130225,theory,D0314701,M1D,blau,6,Da Pullover LA,19,259.00,0,132,
2011111133875,theory,D0314701,M1D,blau,L,Da Pullover LA,19,259.00,0,132,
2011111133868,theory,D0314701,M1D,blau,M,Da Pullover LA,19,259.00,0,132,
2011111133851,theory,D0314701,M1D,blau,S,Da Pullover LA,19,259.00,0,132,
2011111130232,theory,D0314702,RHC,blau,2,Da Pullover LA,19,289.00,0,132,
2011111130249,theory,D0314702,RHC,blau,4,Da Pullover LA,19,289.00,0,132,
2011111130256,theory,D0314702,RHC,blau,6,Da Pullover LA,19,289.00,0,132,
2011111133905,theory,D0314702,RHC,blau,L,Da Pullover LA,19,289.00,0,132,
2011111133899,theory,D0314702,RHC,blau,M,Da Pullover LA,19,289.00,0,132,
2011111133882,theory,D0314702,RHC,blau,S,Da Pullover LA,19,289.00,0,132,
2011111142617,theory,D0424542,B4V,grau,L,Da Pullover LA,19,160.00,0,133,
2011111142600,theory,D0424542,B4V,grau,M,Da Pullover LA,19,160.00,0,133,
2011111142594,theory,D0424542,B4V,grau,S,Da Pullover LA,19,160.00,0,133,
2011111153217,theory,D0711734,J42,lila,L,Da Pullover LA,19,219.00,0,134,
2011111153200,theory,D0711734,J42,lila,M,Da Pullover LA,19,219.00,0,134,
2011111158731,theory,D0711734,J42,lila,Medium,Da Pullover LA,19,219.00,1,134,
2011111158717,theory,D0711734,J42,lila,Petite,Da Pullover LA,19,219.00,0,134,
2011111153194,theory,D0711734,J42,lila,S,Da Pullover LA,19,219.00,0,134,
2011111158724,theory,D0711734,J42,lila,Small,Da Pullover LA,19,219.00,0,134,
2011111153187,theory,D0711734,J42,lila,XS,Da Pullover LA,19,219.00,0,134,
2011111153170,theory,D0721501, 001 black,schwarz,L,Da Pullover LA,19,149.00,0,134,
2011111153163,theory,D0721501, 001 black,schwarz,M,Da Pullover LA,19,149.00,0,134,
2011111153156,theory,D0721501, 001 black,schwarz,S,Da Pullover LA,19,149.00,0,134,
2011111153118,theory,D0721501,001,schwarz,L,Da Pullover LA,19,229.00,0,134,
2011111153101,theory,D0721501,001,schwarz,M,Da Pullover LA,19,229.00,0,134,
2011111153095,theory,D0721501,001,schwarz,S,Da Pullover LA,19,229.00,0,134,
2011111153149,theory,D0724529,A05,gemustert,L,Da Pullover LA,19,229.00,1,134,
2011111153132,theory,D0724529,A05,gemustert,M,Da Pullover LA,19,229.00,1,134,
2011111153125,theory,D0724529,A05,gemustert,S,Da Pullover LA,19,229.00,0,134,
2011111154436,theory,D0811714,A0S,grau,Large,Da Pullover LA,19,285.00,1,134,
2011111154429,theory,D0811714,A0S,grau,Medium,Da Pullover LA,19,285.00,1,134,
2011111154405,theory,D0811714,A0S,grau,Petite,Da Pullover LA,19,285.00,1,134,
2011111154412,theory,D0811714,A0S,grau,Small,Da Pullover LA,19,285.00,1,134,
2011111154511,theory,D0828747,DT4,,Large,Da Pullover LA,19,289.00,0,134,
2011111154504,theory,D0828747,DT4,,Medium,Da Pullover LA,19,289.00,0,134,
2011111154481,theory,D0828747,DT4,,Petite,Da Pullover LA,19,289.00,0,134,
2011111154498,theory,D0828747,DT4,,Small,Da Pullover LA,19,289.00,1,134,
2011111129984,theory,D0114702,RGC,blau,L,Da Pullover 1/2,19,239.00,0,132,
2011111129977,theory,D0114702,RGC,blau,M,Da Pullover 1/2,19,239.00,0,132,
2011111129960,theory,D0114702,RGC,blau,S,Da Pullover 1/2,19,239.00,0,132,
2011111153293,theory,D0024541,001,schwarz,L,Da Tank Top,19,70.00,1,134,
2011111153286,theory,D0024541,001,schwarz,M,Da Tank Top,19,70.00,2,134,
2011111153279,theory,D0024541,001,schwarz,S,Da Tank Top,19,70.00,0,134,
2011111153262,theory,D0024541,001,schwarz,XS,Da Tank Top,19,70.00,1,134,
2011111153255,theory,D0024541,100,weiß,L,Da Tank Top,19,70.00,1,134,
2011111153248,theory,D0024541,100,weiß,M,Da Tank Top,19,70.00,1,134,
2011111153231,theory,D0024541,100,weiß,S,Da Tank Top,19,70.00,0,134,
2011111153224,theory,D0024541,100,weiß,XS,Da Tank Top,19,70.00,1,134,
2011111154399,theory,D0821116,A00,grau,Large,Da Cardigan,19,689.00,0,134,
2011111154382,theory,D0821116,A00,grau,Medium,Da Cardigan,19,689.00,0,134,
2011111154375,theory,D0821116,A00,grau,Small,Da Cardigan,19,689.00,0,134,
2011111154559,theory,D0828728,001,schwarz,Large,Da Cardigan,19,399.00,0,134,
2011111154542,theory,D0828728,001,schwarz,Medium,Da Cardigan,19,399.00,0,134,
2011111154528,theory,D0828728,001,schwarz,Petite,Da Cardigan,19,399.00,0,134,
2011111154535,theory,D0828728,001,schwarz,Small,Da Cardigan,19,399.00,0,134,
2011111130287,theory,D0323502,C76,Mehrfarbig,L,Da T-Shirt,19,120.00,0,132,
2011111130270,theory,D0323502,C76,Mehrfarbig,M,Da T-Shirt,19,120.00,0,132,
2011111130263,theory,D0323502,C76,Mehrfarbig,S,Da T-Shirt,19,120.00,0,132,
2011111142358,theory,D0524517,B1G,grau,L,Da T-Shirt,19,109.00,1,133,
2011111142341,theory,D0524517,B1G,grau,M,Da T-Shirt,19,109.00,1,133,
2011111142334,theory,D0524517,B1G,grau,S,Da T-Shirt,19,109.00,0,133,
2011111119237,theory,C1126502,GOF,Mehrfarbig,L,Da Long Sleeve,19,130.00,0,131,
2011111119220,theory,C1126502,GOF,Mehrfarbig,M,Da Long Sleeve,19,130.00,0,131,
2011111119213,theory,C1126502,GOF,Mehrfarbig,S,Da Long Sleeve,19,130.00,0,131,
2011111142419,theory,D0511704,C05,beige,L,Da Sweater,19,319.00,0,133,
2011111142402,theory,D0511704,C05,beige,M,Da Sweater,19,319.00,0,133,
2011111142396,theory,D0511704,C05,beige,S,Da Sweater,19,319.00,0,133,
2011111118728,theory,C1002505,NDS,Melone,L,Da Blusen L-Arm,19,210.00,0,131,
2011111118711,theory,C1002505,NDS,Melone,M,Da Blusen L-Arm,19,210.00,0,131,
2011111118704,theory,C1002505,NDS,Melone,S,Da Blusen L-Arm,19,210.00,0,131,
2011111118810,theory,C1004502,100,weiß,L,Da Blusen L-Arm,19,225.00,0,131,
2011111118803,theory,C1004502,100,weiß,M,Da Blusen L-Arm,19,225.00,0,131,
2011111118797,theory,C1004502,100,weiß,S,Da Blusen L-Arm,19,225.00,0,131,
2011111118933,theory,C1102507,C02,Mehrfarbig,L,Da Blusen L-Arm,19,225.00,0,131,
2011111118926,theory,C1102507,C02,Mehrfarbig,M,Da Blusen L-Arm,19,225.00,0,131,
2011111118919,theory,C1102507,C02,Mehrfarbig,S,Da Blusen L-Arm,19,225.00,0,131,
2011111118841,theory,C1104505,ML8,blau,L,Da Blusen L-Arm,19,185.00,0,131,
2011111118834,theory,C1104505,ML8,blau,M,Da Blusen L-Arm,19,185.00,0,131,
2011111118827,theory,C1104505,ML8,blau,S,Da Blusen L-Arm,19,185.00,0,131,
2011111129939,theory,D0102511,A05,Mehrfarbig,2,Da Blusen L-Arm,19,229.00,0,132,
2011111129946,theory,D0102511,A05,Mehrfarbig,4,Da Blusen L-Arm,19,229.00,0,132,
2011111129953,theory,D0102511,A05,Mehrfarbig,6,Da Blusen L-Arm,19,229.00,0,132,
2011111133660,theory,D0102511,A05,Mehrfarbig,L,Da Blusen L-Arm,19,229.00,0,132,
2011111133608,theory,D0102511,A05,Mehrfarbig,Large,Da Blusen L-Arm,19,229.00,0,132,
2011111133653,theory,D0102511,A05,Mehrfarbig,M,Da Blusen L-Arm,19,229.00,0,132,
2011111133592,theory,D0102511,A05,Mehrfarbig,Medium,Da Blusen L-Arm,19,229.00,0,132,
